userName,score,at,content
May Saroh,1,2024-04-10 13:46:41,"Sangat,sangar,sangat kecewa dengan aplikasi kredivo ini,,,,cicilan dan tagihan tidak pernah telat,,,dan sudah lunas semua,,,,tetapi malah akun di blokir permanen,,,,dengan alasan melakukan kesalahan yg tidak jelas dan tidak pernah di lakukan pasti,,,,,!!!!!!!!!!!!!!!!!!!!!!,,,"
Kayla Nur Avia,5,2024-04-09 09:30:59,good bgt . Sangat membantu banget sih kalo lagi urusan mendesak apapun itu . Sayang nya buat limit dipke brpa tapi dipotong nya lebih dri yamg diajukan . Lebih di perbarui buat peraturan limit sih biar banyak yg pake
Ulfa Laila Adawiyah,1,2024-04-09 08:30:45,ini kredivo ko jd susah mau bayarnya. jadinya kena denda.. mau buka aplikasi ada aja kendalanya.. tdinya ngasih bintang 5 sekarang jd sensi sama kredivo. yg bener dong jgn merugikan. padahal gk jatuh tempo uang sudah ada. apk ny gk support banget
priyadi i,1,2024-04-09 07:59:20,"Tadinya saya kasih Bintang 5 , hari ini saya kasih bintang 1 , akun kredivo sy premium dan score.nya B ,angsuran selalu di bayar tidak telat, biasanya juga transaksi belanja di shopee bisa bisa aja ,masa sekarang sudah tidak bisa keterangan yang (untuk sementara waktu tidak bisa melakukan transaksi waktu) sy sudah menelepon custumer servis kredivo jawabannya di coba aja berkala ,sudah sy coba tetep gak bisa sangat tidak membantu sekali ."
Didik Al,5,2024-04-08 19:31:19,Ma'af sy sdh bayar & tdk telat kok sisa saldo nya masih tetap sama y pada hal sdh 1 minggu sy bayar nya tapi sisa saldo nya masih tdk berubah....tolong admin minta penjelasan nya selalu & tingkat kan pelayanan nya utk konsumen yg selalu bayar tepat waktu.....
Keraton Lct,5,2024-04-08 19:19:21,"app sngt membantu, proses cepat dan mudah, penagihan nya sangat ramah dan sopan. Alhamdulillah kemarin limit aku naik secara otomatis, benar"" keren kredivo ini, g PHP in,,, bintang 10 bt staff"" kredivo nya, sukses slalu 👍👍👍😊"
bayu ch,5,2024-04-08 13:40:23,Aplikasi ini ok banget..banyak kemudahan yang saya dapat dari berbagai jenis transaksi semua jadi simpel dan mudah..pokok Kredivo ok..trima kasih Kredivo
Imran Ahmad353,1,2024-04-08 11:43:35,"scor kredit saya A dan akun premium juga bayar selalu tepat waktu..kenapa pinjaman saya di tolak??? tidak jelas kredivo..sangat sangat mengecewakan...di suruh nunggu 29...gilla,!!.. untuk teman teman sebelum terlanjur kecewa..jgn lagi pake krevido.. sebelum kecewa sperti yg kami alami.. awalnya saya bintang 5..lah ko makin lama makin cepat bayar ko tidak di kasi pinjaman lagi...🤦🤦🤦sekarang sa'atnya bintang 1 sebelum bertmbah bnyak korbannya"
Lanny Dwi,3,2024-04-08 11:16:46,"Ada limit tapi nggak bisa dipake buat belanja online, selalu gagal, keterangannya tertera untuk keamanan akun. Padahal yg pake ya saya sendiri."
Ancha _a07,1,2024-04-08 08:15:06,Bulan Maret kredit score saya naik dari D ke C dan Bulan April kredit score saya masih C ??? Dan juga saya masih punya limit tapi tidak bisa di pakai!!! Padahal bulan Maret kemarin sering Belanja dan selalu bayar tepat waktu sebelum jatuh tempo 🥲🥲
Tuti Nurhayati,1,2024-04-08 07:28:19,"Aplikasi aneh sudah 4 bulan aplikasi tidak dapat di pakai transaksi apapun, limit tersedia akun tidak di tangguhkan, kredivo score tiba tiba turun ke C sudah 3 bulan dari A chat cs gara gara ga pernah transaksi tapi mau transaksi selalu gagal, chat dan telp CS jawaban selalu template coba lakukan transaksi secara berkala padahal sudah 4 bulan lebih ga ada kejelasan"
Anisa Ara Ara,4,2024-04-08 04:15:53,"Saya sangat senang dengan Acc nya, terima kasih, seluruh prosesnya cepat dan mudah. Berkat pemasaran referensi ..RIZZ..J..GKE.., persyaratannya tidak rumit dan pembayarannya sangat cepat, tidak ada aplikasi lain yang membayar begitu cepat. Bagaimanapun, ini sangat membantu, sungguh layak direkomendasikan."
agus prasetyo,1,2024-04-08 04:08:46,"aplikasi tiba2 logout ,trus lupa pin . waktu login mau ganti pin gk bisa proses, karena gk terima kode OTP lewat sms / whatsapp. sudah hubungi pusat bantuan dan telfon customer service. gk ada respon . apa sengaja ya kredivo . biar bayar angsuran telat trus kena denda banyak. biar untung banyak. dengan alasan klo gk d bayar nama jelek di BI CHECK. kita sebagai nasabah dirugikan banget !!!!!!"
Tubagus Nur Irwan,5,2024-04-07 23:18:28,"Mantap mantap mantap.. aplikasi yg sangat keren dan bagus sangat membantu untuk modal usaha,, ga pake ribet tinggal ajukan pinjaman, proses ga sampai 5 menit langsung masuk ke rekening .. semoga makin jaya..luar biasa..5 bintang buat kredivo..lebih mantap dan bagus sekarang cicilan nya sampai 24 bulan..keren"
Yigit Ibrahim,5,2024-04-07 19:55:10,"Kredivo sangat sangat membantu sekali ketika kita sedang terdesak dengan uang,playanan yang detail dan ramah skali memberi penjelasan ke konsumen,pokoknya mntap banget deh untuk aplikasi ini,"
Story Riders,1,2024-04-07 19:35:42,"Data diri tidak aman, saya belum melakukan transaksi tapi sudah di tagih atas transaksi fiktif, penarikan atau penghapusan informasi data dan privasi tidak bisa,. Akun WA serta eMail juga di pergunakan tanpa seizin saya,.."
syah rodin,1,2024-04-07 13:53:05,Sudah semua merchant dicoba tidak ada yang bisa sudah berulang² tetap sama hasil nya..... Di suruh transaksi sama cs nya tetap aja di tolak!!!!! Harus bagaimana ini biar kredit skor terjaga? Taii
Rusdy Hartawan,2,2024-04-07 12:28:05,Bintang 2 dulu ...tiba tiba belanja dengan cicilan tidak bisa...padahal akun aktif dan limit maaih cukup...aneh..padahal dulu lancar lancar aja...berarti limitnya buat pajangan aja..ga bisa di gunakan
Andika Dika,1,2024-04-07 10:34:33,"Aplikasi sampah, makin kesini makin parah... Ga ada tunggakan ,limit gede tapi ga bisa ambil tenor 30 hari aja ga bisa, dengan alasan transaksi tidak sah, mau collep kali aplikasi sampah kredivo ga berguna, mending unistal ,limit jadi pajangan doang."
edho fif,1,2024-04-07 09:38:20,Aplikasi sangat tidak recomended.. Klo mau pinjam dana atau pay letter lebih baik di Shopee aja.. Sudah terpercaya👍 Sudah lakukan pinjaman dan lunasi sebelum jatuh tempo.. Pada saat melakukan pinjaman kembali malah di blok dan hanya boleh melakukan pinjaman 30hari ke depan.. Ini bukan memudahkan malah mempersulit.. 👎
Hanna Asyifa,5,2024-04-07 09:09:00,"Mau ngasih bintang 🌟 5 juga bingung,kenapa sekarang limit nya ilang sendiri padahal slalu bayar tagihan,tlg dnk di benerin lagi aplikasinya sayang bgt kalau gak bisa di pake padahal bagus aplikasinya tp kenapa limitnya ilang."
Lee Serret D.Mercier,1,2024-04-07 00:36:43,"Aplikasi sangat payah, cuma sekali terlambat membayar itupun cuma terlambat membayar 15mnt gk sampai sehari,dan langsung saya lunasi semua,tapi tiba"" limit berkurang dan tidak bisa di gunakan, sungguh sangat mengecewakan"
domino Dofu,3,2024-04-06 15:44:02,Limit masih ada tp tidak bisa ambil tunai.. padahal sampai hari ini saya tertib bayar tagihan.. kita disuruh bayar gercep tp situ yg tidak gercep.. banyak alasan.. gk usah janji limit 12juta... ahkirnya berhenti semua.. kredivo berhenti semua jadi macet..
Blue Vario,1,2024-04-06 09:42:07,"Parah,kenapa akun saya di tangguhkan,padahal semua pembayaran bulan ini sudah di bayar,tapi harus membayar lagi tagihan bulan depan. Apakah karena tagihan bulan depan mepet sama lebaran? Takut ga di bayar? Sudah lama langganan kredivo,baru kali ini kejadian kaya gini. Maaf ya,saya akan bayar tagihan bulan depan pada waktunya,ga akan saya bayar bulan ini,mau di tutup permanen akun saya,silahkaaaan."
Akbar Stroep,3,2024-04-06 07:52:49,"Saya agak bingung nih, mungkin limit saya memang sudah naik bahkan tadi masih diangka 12 jt an tapi setelah dipakai bayar listrik sekitar 572 rb..... Kurangnya banyak sisa limit sekita 7 jt-an, ya sakit hati aja ngeliatnya ini baru saya utarakan dan ini berlaku sejak limit saya ditambah.... Hitungannya bagaimana...... Gak bisa ngitung atau takut gak kebayar , silahkan cek pembayaran saya, bahkan sebelum tanggal tertagih saya sudah bayarkan semua, maaf saya kasih bintang 3 dulu ya."
Arsyil ya,5,2024-04-06 04:46:25,"Sangat bagus dan banyak promo voucher kl bayar pake QR.saya sering gunakan dan banyak keuntungan.untuk pengaturan pembayaran harusnya di pilih dari awal sebelum penggunaan QR dong,jangan sesudah QR baru 5 menit ada notif pilihan pembayaran bisa di rubah,sebulan,3 bulan dan seterusnya."
nur muat Fauzi,2,2024-04-05 21:34:40,"Sebelumnya infinity card tidak bisa digunakan, kemudian flexi card. Sekarang malah transaksi dengan qris tidak bisa digunakan. Terus fungsinya kredivo sekarang apa? Kecewa sangat"
Hanif Vlogger,3,2024-04-05 20:44:30,Untuk pertama apknya bagus dan sangat membantu tapi pengalaman aq pribadi pake kredivo sudah sering minjam uang di dalamnya dan bayarnya selalu tepat tapi tidak ada kenaikan limit sama sekali dan yg terakhir tidak bisa pinjam lagi alesan dri apk nya skor kredit kurang mohon untuk aplikasi aq tunggu sampe besok pagi supaya bisa pinjam tunai lagi
Arypurnomo Tampubolon,1,2024-04-05 18:16:25,"Bayar nya tepat waktu bahkan selalu sebelum jatuh tempo. Tapi limit semakin berkurang bahkan jadi sangat kecil, pengajuan pun di tolak dan tidak bisa di gunakan. Payah..."
Kojer Cakli,1,2024-04-05 17:14:17,Ketika pembayaran telat..terus diburu terus..tpi ketika lunas..aplikasi gak biza dipakai..buat beli pulsa aja gak di setejui..parah....suruh bayar terus..giliran lunas..aplikasi malah gak bisa dibuat apa2..
Dimas Dimas,5,2024-04-05 15:05:06,"saya salut dengan pelayanannya, sabar banget kalo yg lain terlambat sehari aja udah di teror, kalo disini ditelpon sih tapi nggak di spam atau yg lain, cara penagihan mantul lah, kita nggak di desak malah di bantu cari jalan keluar supaya cepat bisa melakukan pembayaran, best lah. makasih udah bantu saya di saat terdesak kebutuhan"
erik prayoga,5,2024-04-05 14:50:52,"Sangat membantu disaat butuh uang mendesak. Sehat2 orang baik 🙏. Transaksi cepat hitungan detik, langsung cair. Engga ribet sama sekali. Cuma limit cicilan nya terlalu singkat, agak sesak dikit liat tagihannya. Overall bikin lega banget."
Goenboy Depok,1,2024-04-05 13:33:35,"Limmit masih banyak,tagihan masih belum ada tetapi transaksin pembelian baik online dan Offline, jawaban saya untuk pengamanan accont pelanggan pembelian tidak bisa disetujui... Selamat jalan Kredivo ....."
Ndok Ndok,5,2024-04-05 11:21:08,Awalx ragu..tapi sejauh ini lancar..n pendaan lebih digunakan buat yg prodiktif..👍...memasuki tahun k 2...dibandingkan beberapa aplikasi lain..kredivo paling fair..simple n cepat..intinya disiplin bayar..n gunakan yg produktip..gunakan sesuai kebutuhan..
Kurniawan Hadi Purnomo,5,2024-04-05 10:30:42,"Pelayanannya bagus dan cepat pokoknya nyaman ( yg penting tepat waktu bayar ) , minusnya sesuai iklan bisa 24 bulan tetapi sy punya aplikasi max 12 bulan"
sir Hadi Irawan IV,1,2024-04-05 08:27:41,UDah 4 bulan lebih gak bisa belanja dishopee sama tokopedia lagi dan Qris juga gak bisa.. Bisanya cuma belanja di alfamart indomart beli listrik sama pulsa buat apa? Pembayaran lancar gak ada yg nunggak2 lewat dari jatuh tempo.. Mau bangkrut kah?
Fahmi Maulana,3,2024-04-05 07:44:25,Aneh bgt bayar tepat waktu terus tiba2 skor kredit turun...klo gr2 jrang transaksi..gmn mw transaksi sgiap transaksi ga bisa krn keamanan akun..padahal bayar lancar.. Ngecewain bgt makin kg jelas
Eka Liza,1,2024-04-05 04:43:00,tidak membantu sama sekali suku bunga tinggi dan potongan admin pinjaman terlalu besar saya benar kecewa. apalagi limit kredivo tidak bisa digunakan beda dengan apk sebelah akulaku proses cepat bunga pinjaman kecil tampa admin/tampa potongan uang pinjaman diawal.
Khairus Syamsi,2,2024-04-04 15:45:09,"Layanan kurang memuaskan,saya sudah ajukan kendala yang saya alami (gangguan/tertunda atas transaksi pembayaran tagihan melalui briva) namun saya tetap dikenakan denda. Keterlambatan ini bukan unsur kesengajaan,namun pihak kredivo tetap menghiraukan."
Rizki Alfariqi,1,2024-04-04 12:36:11,"Kredivo sekarang gk guna sama sekali, score kredivo menurun dengan sendirinya, di suruh banyakin transaksi tapi transaksinya tidak bisa dengan alasan, UNTUK SEMENTARA WAKTU KAMU TIDAK BISA MELAKUKAN TRANSAKSI, HAL INI DILAKUKAN UNTUK MENJAGA AKUN KAMU. Sekalian aja gw mau uninstall aplikasinya dan pinjamannya gk akan gw bayar."
Impian Sederhana,5,2024-04-04 12:29:58,bagus banget. berguna banget . apalagi sekarang fitur pembayaranya banyak banget . makin cintaaa deh sama kredivo . sayang nya infinity card nya harus di hilang kan😭 semoga infinity card nya bisa tersedia lagi .
Tjandra Saputra,5,2024-04-04 12:27:53,"Member dari awal adanya kredivo smp skrg, ada kenaikan limit, katanya cukup NPWP saja! di tolak gagal app macam apa ini? Klu saya ga bener pembayaran nya dari awal adanya kredivo ga smp skrg msh pke. Bad app...! Baru si naikin limited nya per tgl 4-4-2024"
gunawan ac,1,2024-04-04 10:54:47,"Parah.. parah..parah.. sytem nya . Dari dulu kaga pernah telat malah cenderung lebih cepat untuk pembayaran tagihannya, tapiii bulan maret pernah telat 3hari doang karena uangnya di pakai untuk urgent emergency saya,pas pembayaran ternyata bunga dendanya 1000 % x ya . masa sy bayar denda 8rts rb + pokok 5rts rb.. parah kan . Gedean bunga dendanya. Makanya saya kapok mau pinjam lagi di aplikasi di sini . rencananya mau di lunasi semuanya lalu tutup akun aja. Kapooooooooook saya pinjam di sini ."
Nining Wahyuni,1,2024-04-04 08:15:50,Aplikasi jelek...sudah bayar sebelum jatuh tempo masih aja pemberitahuan keterlambatan...sudah hubungi CS tpi semua CS kayak robot gimana mau laporan coba???sedangkan aplikasi kredivoku sudah di blokir tolong yah jangan bikin namaku jelek di BI checking ...parah banget ini aplikasi
Rizki Ananda,1,2024-04-04 07:21:18,saya sudah mengirim pembayarannya LEWAT BRI STATUSNYA Gagal tetapi saldo saya sudah berkurang. Saya sudah Mengkonfirmasi Terkait masalah Ini ke pada CS Bank BRI juga. Infonya jiga Saldo sudah Berkurang artinya sudah masuk ke akun yg di tuju biarpun gagal juga. Tolong segera di perbaiki. Saya sudah mencoba menghubungi lewat email dan WA tetapi NO respon. SAYA TIDAK MAU JIKA SAYA HARUS BAYAR LAGI 2 KALI DENGAN METODE BERBEDA. Bagi saya Itu Uang besar dan Harap Maklum
Firmanhadi Ramdani,5,2024-04-04 03:23:40,"menurutku ni bagus ya, sangat membantu ya, caranya mudah dan ga neko-neko, limit waktunya juga sesuai dengan kemampuan kita, smoga lebih lancar & mudah ya... ."
Sukron Gunawan,5,2024-04-04 01:19:11,"Kredivo emang Kren,blanja dengan limit yg ada bisa langsung di gunakan dengan harga yg lumayan murah,tapi sayang limit awal sangat kecil skali hingga terbatas untuk melakukan transaksi lanjutan,sy sangat berharap untuk di tambahkan kembali limit sy Trimakasih kredivo"
evita yrds,1,2024-04-04 00:48:29,Ini bagaimna sih biasa nya sya selalu byr tepat waktu trus sya hari ini mau belanja di toko oren biasa nya gampang beli nya. Pakai tenor 3 bulan atau 6 bulan skrng mesti ada klaim udh gitu dibatalkan oleh marchant sampai limit sya aja di potong gedee.. Biasa nya engga begini koo skrng di ribetin. Dulu belanja gampang gampang aja skrng kenapa begini yahh. Udh kepotong jadi nya limit saya berkurang bnyk walau kaga belanja limit di kurangin
Kyu Kyu,5,2024-04-03 23:41:01,Suka banget nih aplikasi. Membantu beli listrik malam-malam kalo Indomaret dan sejenisnya tutup 😂 mempermudah juga kalau mau pembayaran tiket atau hotel pas kagak Nemu ATM atau Alfa♥️ mana bunga nya dikit banget.
Giri Ramdani,3,2024-04-03 17:59:09,"Keunggulan: Bunga rendah, tenor nya pas 30 hari, limit besar. Kritik: CS nya LAMBAT meskipun dichatnya siang hari (jam kerja). Tenor Cicilan 3-12 bulannya hanya untuk min. Pembelian Rp500rb, dibawah 500rb mentok tenor 30hari. Pemberian point katanya 2point per Rp1.000 pembayaran tapi aku gak pernah dapet padahal udah sering melakukan pembayaran Kalo pembelian dibatalin dan udah terlanjur pake poin, si poinnya hangus"
Alif Faturrahman,1,2024-04-03 14:17:49,"Kurang memuaskan, pdhal sering bertransaksi biar limit naek dan bayar tepat waktu, tpi giliran dipake gak bisa trus harus nunggu 1 bulan giliran udah 1 bulan ngajuin pinjaman ditolak trus suruh nunggu 1 bulan lagi gitu trus👎👎bayar buat toko Oren juga gak bisa cuma bisa beli pulsa doang👎👎"
Afriandi Gunawan,1,2024-04-03 13:47:05,"Akun saya tidak bisa digunakan, saya tanya ke bantuan low respon,, bagaimana saya mai memperbaiki skor saya, mau top up pulsa pun tidak bisa. Muncul tulisan transaksi tidak bisa dilakukan demi keamanan akun kamu. Tlg bantu donk.. Biar bintang 5 lg"
Tejo Rohman,1,2024-04-03 11:50:17,"Bagus si sangan membantu dikala sedang di perlukan tp kurang menyenangkanya dikala pas jatuh tempo belum sempet bayar di telpon bolak balik aampe puluhan kali dalam waktu 30 menitan dikarenakan belum sempet membayar tagihan itu saya usahain ngga telat tp belum telat aja sudah kaya apa, lihat aja di status pinjamanya apakah sampe telat membayarnya, tolong di perbaiki manajemenya untuk kenyamanan pengguna"
Aprilia Diany,1,2024-04-03 10:32:40,Anehhh..... Cuma perkara ngisi pulsa aja langsung di blokir permanen.. Aplikasi aneh.. Saya bayar selalu tepat bahkan kadang sebelum jatuh tempo udah saya bayar.. Malah di blokir permanen. . Kalau emg gak bisa gk ush adain fitur ngisi pulsa
Lita Anggriyani,2,2024-04-03 08:32:29,Tidak pernah telat bayar selalu bayar sebelum jatuh tempo. Score kredit turunnn terus. Transaksi ga bisa terusss.
Riska Khairunnisa,1,2024-04-03 08:06:35,"Mengapa pembayaran tagihan kredifazz saya tidak muncul padahal sudah dibayar mohon cek transaksi pembayaran saya dikarenakan saya sudah lapor pihak bank BRI dan mengatakan bahwa jika mutasi gagal dan saldo berkurang berarti uang sudah masuk ke rekening tujuan, mohon kerja samanya,, saya termasuk pengguna lama tapi kecewa dengan pelayanan yg slow respon 🙏🙏"
kukuh unggu Resti Anggarda,4,2024-04-03 03:45:01,"Tingkatkan terus dan kembang kan menjadi aplikasi yg lebih canggih lgi dan mempermudah user lagi dan sedikit saran untuk pelu asan kalau bisa, bisa di pilih random mau melunasi yg tagihan tgl berapa dulu, dan yg bulan atau tgl terdekat bisa di uncek list"
Dadan Ramdani,3,2024-04-03 03:04:04,Waktu tagihannya yang selalu berubah ubah tidak sesuai dengan tanggal tagihan sebelum nya jadi membuat kita kena denda kalo gak cek tagihan nya karena bisa buat kita jadi kelewat pembayaran nya
Yolanada Siregar,1,2024-04-03 01:28:05,"disuruh pesan barang melalui akun ecommerce, udah dipesan dan hanya karna beda nama dipaket pesanan malah gk bisa update akun, Lanjut pesan k 2x barang sudah datang , nama sesuai dngan paket malah diblokir gabisa update akun"
Bhayu Wirawan Shakti,1,2024-04-02 23:05:28,"Bintang satu, pelayanannya sangat buruk, mau bayar tagihan yg mau jatuh tempo, mau log in ke app, ada notif gangguan server lah, tdk terhubungan dengan layanan data lah, sangat buruk sekali aplikasi ini, mau bayar tagihan sangat lah dipersulit."
Wildan Rizki,1,2024-04-02 22:40:41,"Kredivo makin ga jelas, saya sudah beberapa bulan tidak bisa melakukan transaksi padahal status akun saya aktif dan saya sudah melunasi semua tagihan saya, kalo bertanya ke CS jawabannya template, saya diminta meningkatkan transaksi, bagaimana bisa saya meningkatkan transaksi untuk melakukan 1 transaksi saja tidak pernah bisa, sekalian saja dinonaktifkan akun saya supaya jelas kalau memang saya tidak bisa lakukan transaksi apapun, percuma limit besar tapi ga bisa dipakai"
Asep Endang,5,2024-04-02 21:38:43,oke jos. sangat mmbantu dalam usaha kcil ..kita bisa belnja atw kredit barang ksukaan kita .gunakan kredivo . jos banget...kredit pintar baik fana atwpun barang. asalkan kita rutin pembayaran. semua akan baik . ayo kawan. miliki akun kredivo. untuk mmbantu usaha kita
Oemtjani Oem,5,2024-04-02 18:32:04,"Makin mudah,bunga murah..setelah pakai kredivo makin tau kl kredivo sangat mudah penggunaannya...ga ribet deh top top bintang 5 deh..kalo bisa tambah lg bintang nya saya kasih lg..kredivo pinjaman samapai 12 bulan..makin top"
Yudi Aditya,5,2024-04-02 18:25:05,"Sangat membantu sekali kredivo memang ok bisa di andalkan semoga berjaya di app ini . Trimaksih kredivo telah membantu semua dalam android ku bisa di pake usaha kecil kecil an ,sangat bermanfaat sekali ,trimaksih trimaksih trimasih"
Gemma Hadi,2,2024-04-02 18:09:55,"Awalnya membantu tapi makin kesini makin kesana, 1. dapet kartu flexi tapi fitur flexi card diilangin jadi kartunya gk bisa dipake 2. fitur qris mau dimatiin 3. fitur kartu kredit sementara dari hp juga ilang trus klo fitur pembayarannya pada ilang mau ngapain lagi?"
Siti Mulyani,1,2024-04-02 17:41:57,Saya bayar tagihan kredivo pake brimo gagal tapi saldo berkurang ..tadi saya dapat kabar dari pihak bang BRI katanya saldo sudah sukses dan masuk ke kredivo ..saya transaksi sebanyak 4 kali ..hampir 700 lebih saldo saya ga ada..gimana ini kelanjutan nya ke cs kredivo susah di jawab nya
Mr. Cryptohunter,2,2024-04-02 15:28:20,"Tidak ada info tentang flexicard. Tau² gak bs dipakai belanja offline. Malu²in!! , gak bawa uang niat bayar pake flexicard, sudah numpuk banyak barang, kartu gak bisa dipakai."
Nada Salsabila,1,2024-04-02 11:51:31,"Saya melakukan pembayaran dan ternyata double di nomor VA yang sama dikarenakan transaksi pertama gagal, ternyata saldo terpotong 2x, sudah di hubungi lewat wa, X, email sampai sekarang tidak ada balasan. Jangan waktu mendekati tempo pembayaran saja kalian spam telfon, tapi untuk urusan begini malah tidak ada respon sama sekali NOTE : NOMOR YANG DI KASI TIDAK TERDAFTAR (0804)"
Nia Alesya,1,2024-04-02 11:37:06,"Telat 15 hari didatangi kerumah cuk..minimal kalau mau nagih dari WA dulu lah,sarana komunikasi yg memang digunakan banyak org saat ini. Bukan langsung ke alamat tertagih,malah nanya2 ke tetangga dulu,udah kek mau nangkep buronan Padahal alamat dan nomor rumah udah jelas,si penagih udah nanya ke security juga tapi masih pura2 nanya ke beberapa tetangga .kek sengaja banget gak sih??..yg niat mau pake paylater atau pinjol cobalah pikir beribu kali.."
kWk Ch,1,2024-04-02 11:14:35,"Percuma dikasih limit puluhan juta, Tapi buat belanja di ecommerce gak bisa, Bisanya cuma buat beli pulsa dan token di aplikasi kredivo saja. Jadi gak bermanfaat limitnya 🔥🔥😡🤬😡🤬"
David Aritonang,5,2024-04-02 09:09:54,"Bingung dengan aplikasinya,tiba-tiba qris tidak bisa digunakan, dompet digital juga tidak bisa digunakan, dan mengapa setiap transaksi pakai ada persyaratanya dengan tertulis??? Bisaanya tidak pernah,mohon pengertiannya, terima kasih"
Aan Kristanto Nugroho,1,2024-04-02 04:55:23,"Sebelumnya sangat puas pake kredivo dengan fitur flexi card dan infinity card , namun sekarang karena kedua fitur tersebut tidak ada jadi merasa kredivo sudah tidak berguna lagi dan kecewa, harusnya kedua fitur itu tetap diaktifkan karena kedua fitur itu keunggulan terbaik kredivo dibanding app lain sejenis"
nanik mufidah,5,2024-04-02 04:47:57,"Kalau bisa bunganya di turunkan lagi biar makin banyak pelanggannya, so proses mudah dan cepat, semoga kami amanah dan dimudahkan dalam pembayaran hingga lunas, aamiin trimakasih kredivo"
mamet hook,2,2024-04-02 01:56:21,Saya tidak bisa mengganti tenor. Transaksi saya langsung otomatis ke 12 bulan dimana saya kena bunga sekitar 612.000 dari transaksi qris 2.000.000. Dan itu tidak bisa dibatalkan. Kenapa tidak ada opsi dulu. Jadi setidaknya saya punya kesempatan untuk memilih. Bukankah harusnya saya selaku kreditor berhak untuk tahu terlebih dulu tentang tenor yang bisa saya ambil sebelum saya melakukan transaksi tersebut?
Fadilla Tunisa,4,2024-04-02 01:50:59,Terimakasih kredivo udah banyak membantu .... Tapi sayang sekali setelah pembayaran aplikasi kredivo limitnya tidak bisa digunakan dengan alasan keamanan . Bahkan untuk belanja di e-commerce nominal 20rb pun gak bisa .... Semoga akun ku cepat bisa kembali di gunakan
Wanih,1,2024-04-01 22:00:21,"saya melakukan pembayaran tapi tagihan saya masih ada dari malam kemarin, yang bikin keselnya saya sudah cari bantuan di live chat tapi ngga menyelesain masalah disuruh nunggu 3 jam padahal udah 24 jam lebih, saya minta bantuan lewat email pun sama tanggapannya, saya sudah minta bantuan lewat telpon tapi tidak bisa katanya sibuk, ini gimana solusinya soalnya? Masalahnya bukan uang sedikit"
Indra Septiawan,1,2024-04-01 21:30:51,Aplikasi dengan customer service tolol tidak dapat menyelesaikan masalah!!! Sudah pengaduan live chat dll sampai tlp tetapi limit saya masih terpotong dan ada tagihan berjalan!! Semoga banyak yg galbay dengan aplikasi ini..
Ichall lellaa,1,2024-04-01 20:31:07,"Limit 900k lebih tapi saat mau di gunakan tidak bisa,dengan alasan ke amanan,padahal kan bisa di konfirmasi lewat g mail atau no hp,sangat mengecewakan,seharusnya bisa membantu tapi ternyata tidak,padahal blm pernah nunggak pembayaran/hutang di kredivo,semoga bisa di perbaiki"
Dedi Supriyatna,5,2024-04-01 20:10:22,"Saya naikan lagi bintangnya dari 2 langsung ke 5 deh... Soalnya saya jadi pelanggan kredivo udah setahun lebih dan angsuran selalu tepat waktu, tapi pas mau upgrade level selalu gak disetujui, suruh upgrade 3 bulan lagi sampai berkali kali selalu begitu. Ya sudah......"
Soedira Sheren,1,2024-04-01 19:38:57,"Selama ini bayar g pernah telat,pas dpt limit besar sy ajukan kembali.,status berhasil..tp dana belum cair juga sudah 5hr tapi tagihan sudah terbaca..hubungin cs bertele2 jawabnya..ujung2nya di batalkan dr aplikasi..kita udah tunggu lama tp main batalin aja,,sangat menyebalkan!!!!.."
faisal dana,1,2024-04-01 18:14:08,"kenapa akun saya diblokir permanen, sedangkan saya sudah membayar lunas dan tidak ada tunggakan. sangat mengecewakan sekali padahal saya selalu bertransaksi dengan aman. di email pun csnya menjawabnya dengan alasan telah melakukan transaksi tidak aman. sangat mengecewakan kredivo"
Yusfa Atika,1,2024-04-01 17:59:20,"Udah lakukan pembayaran lebih dari 3 jam malah mau 1 hari belum terverifikasi. Padahal saldo udah terdebet. Laporan chat ga direspon, email ga di respon. Giliran nnt telat kena denda"
Mbom Catty,1,2024-04-01 16:25:11,"Saya sudah bayar tepat waktu, saldo rekening saya juga sudah berkurang. TETAPI pihak aplikasi memberikan denda dan pembayaran saya tidak di konfirmasi/masuk. Saya biarkan 1hari tetap gk masuk sampe 3hari juga gak masuk. Pihak aplikasi di komplain melalui email dan live chat tidak ada respon. Ada apa dg aplikasi ini ? Tapi tagihan berikut terus berjalan."
Safidah Kinasih,3,2024-04-01 15:48:01,"Sudah lama saya pakai kredivo ini, ga ada masalah. tapi makin kesini makin banyak fitur2 yang dihentikan seperti fitur flexi card dan Qris. Lalu bagaimana saya bisa belanja di toko kalau fitur tersebut dihentikan? Sedangkan pembayaran menggunakan barcode pun tidak di semua toko dapat melayani pembayaran tersebut."
Devi Nuryusia Putri,2,2024-04-01 15:42:39,"Sudah bayar tepat waktu dan langsung melunasi pembayaran selanjutnya tapi malah tidak bisa dipakai lagi limitnya sangat kecewa sih, score nya tadi nya udah A malah turun ke B sangat aneh"
roguel nainggolan,1,2024-04-01 14:28:22,Sangat kecewa sama CS Kredivo yg suka spam telpon padahal tagihan udah dibayarkan. Kecuali kalo telat bayar ya wajar kalo di spam. Ini masih ada 5 hari an tgl jatuh tempo nya malah di spam terus. Lain kali di update lagi lah info nya buat para CS Kredivo nya. Makin kesini kok makin aneh
